Campaña,Arte,Lance,Sector,Fecha,Long L,Latit L,Prof L,Prof Med,Species,Family,Order,Nºmuestra,P muestra
Maurit-0811,BT,51,Mauritania,12/2/2008,-16.7800,16.7420,252,307,Octopus vulgaris,Octopodidae,Octopoda,1,836
Maurit-0811,BT,51,Mauritania,12/2/2008,-16.7800,16.7420,252,307,Todaropsis eblanae,Ommastrephidae,Oegopsida,63,8330
Maurit-0811,BT,50,Mauritania,12/2/2008,-16.7522,16.8785,95,94,Illex coindetii,Ommastrephidae,Oegopsida,14,1094
Maurit-0811,BT,50,Mauritania,12/2/2008,-16.7522,16.8785,95,94,Octopus vulgaris,Octopodidae,Octopoda,1,1061
Maurit-0811,BT,50,Mauritania,12/2/2008,-16.7522,16.8785,95,94,Todarodes sagittatus,Ommastrephidae,Oegopsida,27,2130
Maurit-0811,BT,52,Mauritania,12/2/2008,-16.7225,17.0153,102,103,Alloteuthis subulata,Loliginidae,Myopsida,18,115
Maurit-0811,BT,52,Mauritania,12/2/2008,-16.7225,17.0153,102,103,Illex coindetii,Ommastrephidae,Oegopsida,168,3150
Maurit-0811,BT,52,Mauritania,12/2/2008,-16.7225,17.0153,102,103,Sepia elegans,Sepiidae,Sepioidea,3,30
Maurit-0811,BT,52,Mauritania,12/2/2008,-16.7225,17.0153,102,103,Todaropsis eblanae,Ommastrephidae,Oegopsida,76,1408
Maurit-0811,BT,53,Mauritania,12/2/2008,-16.5740,17.0237,83,83,Abralia veranyi,Enoploteuthidae,Oegopsida,12,24
Maurit-0811,BT,53,Mauritania,12/2/2008,-16.5740,17.0237,83,83,Alloteuthis subulata,Loliginidae,Myopsida,44,106
Maurit-0811,BT,53,Mauritania,12/2/2008,-16.5740,17.0237,83,83,Illex coindetii,Ommastrephidae,Oegopsida,225,3084
Maurit-0811,BT,53,Mauritania,12/2/2008,-16.5740,17.0237,83,83,Octopus vulgaris,Octopodidae,Octopoda,4,4500
Maurit-0811,BT,53,Mauritania,12/2/2008,-16.5740,17.0237,83,83,Todaropsis eblanae,Ommastrephidae,Oegopsida,134,2992
Maurit-0811,BT,54,Mauritania,12/2/2008,-16.5218,17.1455,87,87,Abralia veranyi,Enoploteuthidae,Oegopsida,2,5
Maurit-0811,BT,54,Mauritania,12/2/2008,-16.5218,17.1455,87,87,Alloteuthis subulata,Loliginidae,Myopsida,32,10
Maurit-0811,BT,54,Mauritania,12/2/2008,-16.5218,17.1455,87,87,Illex coindetii,Ommastrephidae,Oegopsida,32,703
Maurit-0811,BT,54,Mauritania,12/2/2008,-16.5218,17.1455,87,87,Loligo vulgaris,Loliginidae,Myopsida,1,31
Maurit-0811,BT,54,Mauritania,12/2/2008,-16.5218,17.1455,87,87,Octopus vulgaris,Octopodidae,Octopoda,6,3360
Maurit-0811,BT,54,Mauritania,12/2/2008,-16.5218,17.1455,87,87,Sepia elegans,Sepiidae,Sepioidea,2,19
Maurit-0811,BT,54,Mauritania,12/2/2008,-16.5218,17.1455,87,87,Todarodes sagittatus,Ommastrephidae,Oegopsida,13,396
Maurit-0811,BT,55,Mauritania,12/3/2008,-16.7792,17.1017,311,374,Abralia veranyi,Enoploteuthidae,Oegopsida,1,5
Maurit-0811,BT,55,Mauritania,12/3/2008,-16.7792,17.1017,311,374,Illex coindetii,Ommastrephidae,Oegopsida,2,252
Maurit-0811,BT,55,Mauritania,12/3/2008,-16.7792,17.1017,311,374,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,1,160
Maurit-0811,BT,55,Mauritania,12/3/2008,-16.7792,17.1017,311,374,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,757
Maurit-0811,BT,56,Mauritania,12/3/2008,-16.6845,17.2555,185,179,Illex coindetii,Ommastrephidae,Oegopsida,57,4628
Maurit-0811,BT,56,Mauritania,12/3/2008,-16.6845,17.2555,185,179,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,29,3030
Maurit-0811,BT,56,Mauritania,12/3/2008,-16.6845,17.2555,185,179,Sepia elegans,Sepiidae,Sepioidea,8,123
Maurit-0811,BT,56,Mauritania,12/3/2008,-16.6845,17.2555,185,179,Todaropsis eblanae,Ommastrephidae,Oegopsida,12,1254
Maurit-0811,BT,57,Mauritania,12/3/2008,-16.5512,17.2777,103,108,Alloteuthis africana,Loliginidae,Myopsida,1,8
Maurit-0811,BT,57,Mauritania,12/3/2008,-16.5512,17.2777,103,108,Illex coindetii,Ommastrephidae,Oegopsida,63,2150
Maurit-0811,BT,57,Mauritania,12/3/2008,-16.5512,17.2777,103,108,Octopus vulgaris,Octopodidae,Octopoda,11,4988
Maurit-0811,BT,57,Mauritania,12/3/2008,-16.5512,17.2777,103,108,Sepia elegans,Sepiidae,Sepioidea,4,40
Maurit-0811,BT,57,Mauritania,12/3/2008,-16.5512,17.2777,103,108,Todaropsis eblanae,Ommastrephidae,Oegopsida,21,861
Maurit-0811,BT,58,Mauritania,12/3/2008,-16.4248,17.3618,81,83,Alloteuthis subulata,Loliginidae,Myopsida,14,75
Maurit-0811,BT,58,Mauritania,12/3/2008,-16.4248,17.3618,81,83,Illex coindetii,Ommastrephidae,Oegopsida,515,8355
Maurit-0811,BT,58,Mauritania,12/3/2008,-16.4248,17.3618,81,83,Octopus vulgaris,Octopodidae,Octopoda,5,3488
Maurit-0811,BT,58,Mauritania,12/3/2008,-16.4248,17.3618,81,83,Todaropsis eblanae,Ommastrephidae,Oegopsida,109,1972
Maurit-0811,BT,61,Mauritania,12/4/2008,-16.6365,17.6568,376,377,Illex coindetii,Ommastrephidae,Oegopsida,4,374
Maurit-0811,BT,61,Mauritania,12/4/2008,-16.6365,17.6568,376,377,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,7,1045
Maurit-0811,BT,61,Mauritania,12/4/2008,-16.6365,17.6568,376,377,Pteroctopus tetracirrhus,Octopodidae,Octopoda,1,132
Maurit-0811,BT,61,Mauritania,12/4/2008,-16.6365,17.6568,376,377,Todarodes sagittatus,Ommastrephidae,Oegopsida,7,2654
Maurit-0811,BT,61,Mauritania,12/4/2008,-16.6365,17.6568,376,377,Todaropsis eblanae,Ommastrephidae,Oegopsida,1,179
Maurit-0811,BT,62,Mauritania,12/4/2008,-16.5813,17.7822,280,279,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,7,962
Maurit-0811,BT,62,Mauritania,12/4/2008,-16.5813,17.7822,280,279,Todaropsis eblanae,Ommastrephidae,Oegopsida,1,138
Maurit-0811,BT,59,Mauritania,12/4/2008,-16.5080,17.4617,123,127,Illex coindetii,Ommastrephidae,Oegopsida,67,2347
Maurit-0811,BT,59,Mauritania,12/4/2008,-16.5080,17.4617,123,127,Sepia elegans,Sepiidae,Sepioidea,30,240
Maurit-0811,BT,59,Mauritania,12/4/2008,-16.5080,17.4617,123,127,Todaropsis eblanae,Ommastrephidae,Oegopsida,21,892
Maurit-0811,BT,60,Mauritania,12/4/2008,-16.3898,17.6553,96,97,Alloteuthis subulata,Loliginidae,Myopsida,8,11
Maurit-0811,BT,60,Mauritania,12/4/2008,-16.3898,17.6553,96,97,Illex coindetii,Ommastrephidae,Oegopsida,155,3027
Maurit-0811,BT,60,Mauritania,12/4/2008,-16.3898,17.6553,96,97,Octopus vulgaris,Octopodidae,Octopoda,2,1324
Maurit-0811,BT,60,Mauritania,12/4/2008,-16.3898,17.6553,96,97,Sepia elegans,Sepiidae,Sepioidea,1,10
Maurit-0811,BT,60,Mauritania,12/4/2008,-16.3898,17.6553,96,97,Todaropsis eblanae,Ommastrephidae,Oegopsida,47,933
Maurit-0811,BT,66,Mauritania,12/5/2008,-16.6038,18.4465,232,231,Illex coindetii,Ommastrephidae,Oegopsida,1,9
Maurit-0811,BT,66,Mauritania,12/5/2008,-16.6038,18.4465,232,231,Octopus vulgaris,Octopodidae,Octopoda,3,1808
Maurit-0811,BT,66,Mauritania,12/5/2008,-16.6038,18.4465,232,231,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,1,171
Maurit-0811,BT,66,Mauritania,12/5/2008,-16.6038,18.4465,232,231,Sepia elegans,Sepiidae,Sepioidea,4,55
Maurit-0811,BT,64,Mauritania,12/5/2008,-16.5878,18.2613,322,161,Illex coindetii,Ommastrephidae,Oegopsida,1,12
Maurit-0811,BT,64,Mauritania,12/5/2008,-16.5878,18.2613,322,161,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,7,1266
Maurit-0811,BT,64,Mauritania,12/5/2008,-16.5878,18.2613,322,161,Sepia elegans,Sepiidae,Sepioidea,1,12
Maurit-0811,BT,64,Mauritania,12/5/2008,-16.5878,18.2613,322,161,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,451
Maurit-0811,BT,65,Mauritania,12/5/2008,-16.4873,18.2892,119,129,Illex coindetii,Ommastrephidae,Oegopsida,12,187
Maurit-0811,BT,65,Mauritania,12/5/2008,-16.4873,18.2892,119,129,Octopus vulgaris,Octopodidae,Octopoda,5,2080
Maurit-0811,BT,65,Mauritania,12/5/2008,-16.4873,18.2892,119,129,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,1,158
Maurit-0811,BT,65,Mauritania,12/5/2008,-16.4873,18.2892,119,129,Sepia elegans,Sepiidae,Sepioidea,3,36
Maurit-0811,BT,63,Mauritania,12/5/2008,-16.4713,18.1535,109,111,Alloteuthis subulata,Loliginidae,Myopsida,1,6
Maurit-0811,BT,63,Mauritania,12/5/2008,-16.4713,18.1535,109,111,Illex coindetii,Ommastrephidae,Oegopsida,24,658
Maurit-0811,BT,63,Mauritania,12/5/2008,-16.4713,18.1535,109,111,Octopus vulgaris,Octopodidae,Octopoda,4,3974
Maurit-0811,BT,63,Mauritania,12/5/2008,-16.4713,18.1535,109,111,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,1,201
Maurit-0811,BT,63,Mauritania,12/5/2008,-16.4713,18.1535,109,111,Sepia elegans,Sepiidae,Sepioidea,3,28
Maurit-0811,BT,69,Mauritania,12/6/2008,-16.6078,18.7005,215,230,Abralia veranyi,Enoploteuthidae,Oegopsida,2,9
Maurit-0811,BT,69,Mauritania,12/6/2008,-16.6078,18.7005,215,230,Illex coindetii,Ommastrephidae,Oegopsida,4,97
Maurit-0811,BT,69,Mauritania,12/6/2008,-16.6078,18.7005,215,230,Octopodidae indet,Octopodidae,Octopoda,4,1091
Maurit-0811,BT,69,Mauritania,12/6/2008,-16.6078,18.7005,215,230,Octopus vulgaris,Octopodidae,Octopoda,13,3874
Maurit-0811,BT,69,Mauritania,12/6/2008,-16.6078,18.7005,215,230,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,3,506
Maurit-0811,BT,69,Mauritania,12/6/2008,-16.6078,18.7005,215,230,Todaropsis eblanae,Ommastrephidae,Oegopsida,2,338
Maurit-0811,BT,68,Mauritania,12/6/2008,-16.5752,18.6835,134,137,Illex coindetii,Ommastrephidae,Oegopsida,4,241
Maurit-0811,BT,68,Mauritania,12/6/2008,-16.5752,18.6835,134,137,Octopus vulgaris,Octopodidae,Octopoda,2,869
Maurit-0811,BT,68,Mauritania,12/6/2008,-16.5752,18.6835,134,137,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,5,664
Maurit-0811,BT,68,Mauritania,12/6/2008,-16.5752,18.6835,134,137,Sepia elegans,Sepiidae,Sepioidea,1,9
Maurit-0811,BT,70,Mauritania,12/6/2008,-16.5058,18.7998,93,120,Illex coindetii,Ommastrephidae,Oegopsida,14,213
Maurit-0811,BT,70,Mauritania,12/6/2008,-16.5058,18.7998,93,120,Octopus vulgaris,Octopodidae,Octopoda,2,869
Maurit-0811,BT,70,Mauritania,12/6/2008,-16.5058,18.7998,93,120,Sepia orbignyana,Sepiidae,Sepioidea,1,19
Maurit-0811,BT,70,Mauritania,12/6/2008,-16.5058,18.7998,93,120,Todaropsis eblanae,Ommastrephidae,Oegopsida,71,1973
Maurit-0811,BT,73,Mauritania,12/7/2008,-16.8162,18.8402,381,349,Bathypolypus arcticus,Bathypolypodidae,Octopoda,1,20
Maurit-0811,BT,73,Mauritania,12/7/2008,-16.8162,18.8402,381,349,Todarodes sagittatus,Ommastrephidae,Oegopsida,4,1857
Maurit-0811,BT,74,Mauritania,12/7/2008,-16.7692,18.9370,216,217,Todaropsis eblanae,Ommastrephidae,Oegopsida,6,45
Maurit-0811,BT,72,Mauritania,12/7/2008,-16.6342,18.8307,110,122,Illex coindetii,Ommastrephidae,Oegopsida,33,1434
Maurit-0811,BT,72,Mauritania,12/7/2008,-16.6342,18.8307,110,122,Octopus vulgaris,Octopodidae,Octopoda,1,695
Maurit-0811,BT,72,Mauritania,12/7/2008,-16.6342,18.8307,110,122,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,3,415
Maurit-0811,BT,78,Mauritania,12/8/2008,-16.8370,19.2010,278,366,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,1789
Maurit-0811,BT,78,Mauritania,12/8/2008,-16.8370,19.2010,278,366,Todaropsis eblanae,Ommastrephidae,Oegopsida,10,836
Maurit-0811,BT,76,Mauritania,12/8/2008,-16.7713,19.0772,210,234,Abralia veranyi,Enoploteuthidae,Oegopsida,8,18
Maurit-0811,BT,76,Mauritania,12/8/2008,-16.7713,19.0772,210,234,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,2,202
Maurit-0811,BT,76,Mauritania,12/8/2008,-16.7713,19.0772,210,234,Sepia elegans,Sepiidae,Sepioidea,23,392
Maurit-0811,BT,76,Mauritania,12/8/2008,-16.7713,19.0772,210,234,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,855
Maurit-0811,BT,76,Mauritania,12/8/2008,-16.7713,19.0772,210,234,Todaropsis eblanae,Ommastrephidae,Oegopsida,3,303
Maurit-0811,BT,79,Mauritania,12/8/2008,-16.7256,19.2607,80,89,Abralia veranyi,Enoploteuthidae,Oegopsida,1,4
Maurit-0811,BT,79,Mauritania,12/8/2008,-16.7256,19.2607,80,89,Illex coindetii,Ommastrephidae,Oegopsida,1,41
Maurit-0811,BT,79,Mauritania,12/8/2008,-16.7256,19.2607,80,89,Octopus vulgaris,Octopodidae,Octopoda,4,2738
Maurit-0811,BT,79,Mauritania,12/8/2008,-16.7256,19.2607,80,89,Sepia elegans,Sepiidae,Sepioidea,3,21
Maurit-0811,BT,79,Mauritania,12/8/2008,-16.7256,19.2607,80,89,Sepia orbignyana,Sepiidae,Sepioidea,1,60
Maurit-0811,BT,79,Mauritania,12/8/2008,-16.7256,19.2607,80,89,Todaropsis eblanae,Ommastrephidae,Oegopsida,14,87
Maurit-0811,BT,77,Mauritania,12/8/2008,-16.6655,19.1382,107,105,Abralia veranyi,Enoploteuthidae,Oegopsida,1,6
Maurit-0811,BT,77,Mauritania,12/8/2008,-16.6655,19.1382,107,105,Illex coindetii,Ommastrephidae,Oegopsida,17,193
Maurit-0811,BT,77,Mauritania,12/8/2008,-16.6655,19.1382,107,105,Octopus vulgaris,Octopodidae,Octopoda,1,1825
Maurit-0811,BT,77,Mauritania,12/8/2008,-16.6655,19.1382,107,105,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,1,45
Maurit-0811,BT,77,Mauritania,12/8/2008,-16.6655,19.1382,107,105,Todaropsis eblanae,Ommastrephidae,Oegopsida,1,46
Maurit-0811,BT,75,Mauritania,12/8/2008,-16.6467,18.9537,92,97,Alloteuthis subulata,Loliginidae,Myopsida,2,14
Maurit-0811,BT,75,Mauritania,12/8/2008,-16.6467,18.9537,92,97,Illex coindetii,Ommastrephidae,Oegopsida,112,1080
Maurit-0811,BT,75,Mauritania,12/8/2008,-16.6467,18.9537,92,97,Octopus vulgaris,Octopodidae,Octopoda,2,1898
Maurit-0811,BT,75,Mauritania,12/8/2008,-16.6467,18.9537,92,97,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,1,67
Maurit-0811,BT,75,Mauritania,12/8/2008,-16.6467,18.9537,92,97,Todaropsis eblanae,Ommastrephidae,Oegopsida,1,67
Maurit-0811,BT,80,Mauritania,12/9/2008,-16.5750,17.6320,224,227,Octopus vulgaris,Octopodidae,Octopoda,1,1298
Maurit-0811,BT,80,Mauritania,12/9/2008,-16.5750,17.6320,224,227,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,1,163
Maurit-0811,BT,80,Mauritania,12/9/2008,-16.5750,17.6320,224,227,Sepia elegans,Sepiidae,Sepioidea,3,48
Maurit-0811,BT,80,Mauritania,12/9/2008,-16.5750,17.6320,224,227,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,444
Maurit-0811,BT,81,Mauritania,12/9/2008,-16.4872,17.6420,143,145,Illex coindetii,Ommastrephidae,Oegopsida,2,146
Maurit-0811,BT,81,Mauritania,12/9/2008,-16.4872,17.6420,143,145,Octopus vulgaris,Octopodidae,Octopoda,1,928
Maurit-0811,BT,81,Mauritania,12/9/2008,-16.4872,17.6420,143,145,Sepia elegans,Sepiidae,Sepioidea,3,30
Maurit-0811,BT,81,Mauritania,12/9/2008,-16.4872,17.6420,143,145,Todaropsis eblanae,Ommastrephidae,Oegopsida,11,1114
Maurit-0811,BT,83,Mauritania,12/9/2008,-16.4745,17.8805,148,149,Illex coindetii,Ommastrephidae,Oegopsida,1,75
Maurit-0811,BT,83,Mauritania,12/9/2008,-16.4745,17.8805,148,149,Octopus vulgaris,Octopodidae,Octopoda,4,1414
Maurit-0811,BT,83,Mauritania,12/9/2008,-16.4745,17.8805,148,149,Sepia elegans,Sepiidae,Sepioidea,3,21
Maurit-0811,BT,83,Mauritania,12/9/2008,-16.4745,17.8805,148,149,Todaropsis eblanae,Ommastrephidae,Oegopsida,11,2703
Maurit-0811,BT,82,Mauritania,12/9/2008,-16.3462,17.7967,89,91,Alloteuthis subulata,Loliginidae,Myopsida,20,95
Maurit-0811,BT,82,Mauritania,12/9/2008,-16.3462,17.7967,89,91,Illex coindetii,Ommastrephidae,Oegopsida,200,4646
Maurit-0811,BT,82,Mauritania,12/9/2008,-16.3462,17.7967,89,91,Todaropsis eblanae,Ommastrephidae,Oegopsida,410,7355
Maurit-0811,BT,84,Mauritania,12/10/2008,-16.9843,18.4572,1518,1517,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,93
Maurit-0811,BT,84,Mauritania,12/10/2008,-16.9843,18.4572,1518,1517,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,944
Maurit-0811,BT,86,Mauritania,12/10/2008,-16.7858,18.1533,1214,1215,Bathypolypus bairdii,Bathypolypodidae,Octopoda,3,150
Maurit-0811,BT,86,Mauritania,12/10/2008,-16.7858,18.1533,1214,1215,Bathypolypus ergasticus,Bathypolypodidae,Octopoda,17,9220
Maurit-0811,BT,86,Mauritania,12/10/2008,-16.7858,18.1533,1214,1215,Neorossia caroli,Sepiolidae,Sepioidea,2,63
Maurit-0811,BT,86,Mauritania,12/10/2008,-16.7858,18.1533,1214,1215,Octopoteuthis megaptera,Octopoteuthidae,Oegopsida,3,192
Maurit-0811,BT,86,Mauritania,12/10/2008,-16.7858,18.1533,1214,1215,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,3164
Maurit-0811,BT,86,Mauritania,12/10/2008,-16.7858,18.1533,1214,1215,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,2942
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Bathypolypus ergasticus,Bathypolypodidae,Octopoda,3,1437
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Bathypolypus valdiviae,Bathypolypodidae,Octopoda,1,25
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Cranchiidae indet,Cranchiidae,Oegopsida,1,13
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Haliphron atlanticus,Alloposidae,Octopoda,2,626
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Neorossia caroli,Sepiolidae,Sepioidea,7,192
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,2,161
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,3810
Maurit-0811,BT,85,Mauritania,12/10/2008,-16.7462,18.2818,998,1001,Todarodes sagittatus,Ommastrephidae,Oegopsida,6,5087
Maurit-0811,BT,88,Mauritania,12/11/2008,-16.5030,18.4695,101,105,Alloteuthis subulata,Loliginidae,Myopsida,1,9
Maurit-0811,BT,88,Mauritania,12/11/2008,-16.5030,18.4695,101,105,Illex coindetii,Ommastrephidae,Oegopsida,31,376
Maurit-0811,BT,88,Mauritania,12/11/2008,-16.5030,18.4695,101,105,Sepia elegans,Sepiidae,Sepioidea,4,58
Maurit-0811,BT,88,Mauritania,12/11/2008,-16.5030,18.4695,101,105,Todaropsis eblanae,Ommastrephidae,Oegopsida,28,858
Maurit-0811,BT,87,Mauritania,12/11/2008,-16.4272,18.1567,87,86,Alloteuthis subulata,Loliginidae,Myopsida,4,20
Maurit-0811,BT,87,Mauritania,12/11/2008,-16.4272,18.1567,87,86,Illex coindetii,Ommastrephidae,Oegopsida,216,2678
Maurit-0811,BT,87,Mauritania,12/11/2008,-16.4272,18.1567,87,86,Octopus vulgaris,Octopodidae,Octopoda,2,2020
Maurit-0811,BT,87,Mauritania,12/11/2008,-16.4272,18.1567,87,86,Todaropsis eblanae,Ommastrephidae,Oegopsida,94,2408
Maurit-0811,BT,90,Mauritania,12/12/2008,-17.1065,19.4217,776,750,Bathypolypus sponsalis,Bathypolypodidae,Octopoda,3,1190
Maurit-0811,BT,90,Mauritania,12/12/2008,-17.1065,19.4217,776,750,Muusoctopus januarii,Enteroctopodidae,Octopoda,1,700
Maurit-0811,BT,90,Mauritania,12/12/2008,-17.1065,19.4217,776,750,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,3,104
Maurit-0811,BT,90,Mauritania,12/12/2008,-17.1065,19.4217,776,750,Todarodes sagittatus,Ommastrephidae,Oegopsida,62,32700
Maurit-0811,BT,92,Mauritania,12/12/2008,-16.9847,19.5885,105,103,Illex coindetii,Ommastrephidae,Oegopsida,34,404
Maurit-0811,BT,92,Mauritania,12/12/2008,-16.9847,19.5885,105,103,Octopus vulgaris,Octopodidae,Octopoda,2,1518
Maurit-0811,BT,92,Mauritania,12/12/2008,-16.9847,19.5885,105,103,Todaropsis eblanae,Ommastrephidae,Oegopsida,934,29184
Maurit-0811,BT,91,Mauritania,12/12/2008,-16.9557,19.5137,102,97,Illex coindetii,Ommastrephidae,Oegopsida,14,108
Maurit-0811,BT,91,Mauritania,12/12/2008,-16.9557,19.5137,102,97,Octopus vulgaris,Octopodidae,Octopoda,4,2440
Maurit-0811,BT,91,Mauritania,12/12/2008,-16.9557,19.5137,102,97,Todaropsis eblanae,Ommastrephidae,Oegopsida,81,2480
Maurit-0811,BT,89,Mauritania,12/12/2008,-16.8702,19.4223,87,90,Alloteuthis subulata,Loliginidae,Myopsida,1,12
Maurit-0811,BT,89,Mauritania,12/12/2008,-16.8702,19.4223,87,90,Illex coindetii,Ommastrephidae,Oegopsida,102,1595
Maurit-0811,BT,89,Mauritania,12/12/2008,-16.8702,19.4223,87,90,Loligo vulgaris,Loliginidae,Myopsida,50,4194
Maurit-0811,BT,89,Mauritania,12/12/2008,-16.8702,19.4223,87,90,Octopus vulgaris,Octopodidae,Octopoda,4,4702
Maurit-0811,BT,89,Mauritania,12/12/2008,-16.8702,19.4223,87,90,Sepia orbignyana,Sepiidae,Sepioidea,1,28
Maurit-0811,BT,89,Mauritania,12/12/2008,-16.8702,19.4223,87,90,Sepia sp,Sepiidae,Sepioidea,1,28
Maurit-0811,BT,89,Mauritania,12/12/2008,-16.8702,19.4223,87,90,Todaropsis eblanae,Ommastrephidae,Oegopsida,139,3592
Maurit-0811,BT,96,Mauritania,12/13/2008,-17.3072,19.7917,618,734,Bathypolypus valdiviae,Bathypolypodidae,Octopoda,9,3062
Maurit-0811,BT,96,Mauritania,12/13/2008,-17.3072,19.7917,618,734,Haliphron atlanticus,Alloposidae,Octopoda,2,300
Maurit-0811,BT,96,Mauritania,12/13/2008,-17.3072,19.7917,618,734,Neorossia caroli,Sepiolidae,Sepioidea,1,22
Maurit-0811,BT,96,Mauritania,12/13/2008,-17.3072,19.7917,618,734,Todarodes sagittatus,Ommastrephidae,Oegopsida,33,15500
Maurit-0811,BT,95,Mauritania,12/13/2008,-17.2227,19.8335,85,85,Loligo vulgaris,Loliginidae,Myopsida,15,1161
Maurit-0811,BT,95,Mauritania,12/13/2008,-17.2227,19.8335,85,85,Octopus vulgaris,Octopodidae,Octopoda,4,1894
Maurit-0811,BT,95,Mauritania,12/13/2008,-17.2227,19.8335,85,85,Todaropsis eblanae,Ommastrephidae,Oegopsida,3,125
Maurit-0811,BT,94,Mauritania,12/13/2008,-17.1838,19.7472,314,427,Pteroctopus tetracirrhus,Octopodidae,Octopoda,1,54
Maurit-0811,BT,94,Mauritania,12/13/2008,-17.1838,19.7472,314,427,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,607
Maurit-0811,BT,94,Mauritania,12/13/2008,-17.1838,19.7472,314,427,Todaropsis eblanae,Ommastrephidae,Oegopsida,4,120
Maurit-0811,BT,93,Mauritania,12/13/2008,-17.1048,19.6487,240,261,Illex coindetii,Ommastrephidae,Oegopsida,5,49
Maurit-0811,BT,93,Mauritania,12/13/2008,-17.1048,19.6487,240,261,Sepia elegans,Sepiidae,Sepioidea,22,731
Maurit-0811,BT,93,Mauritania,12/13/2008,-17.1048,19.6487,240,261,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,1614
Maurit-0811,BT,93,Mauritania,12/13/2008,-17.1048,19.6487,240,261,Todaropsis eblanae,Ommastrephidae,Oegopsida,1,12
Maurit-0811,BT,97,Mauritania,12/13/2008,-17.0417,18.6300,1590,1623,Amphitretus pelagicus,Amphitretidae,Octopoda,1,117
Maurit-0811,BT,97,Mauritania,12/13/2008,-17.0417,18.6300,1590,1623,Histioteuthis sp,Histioteuthidae,Oegopsida,1,153
Maurit-0811,BT,97,Mauritania,12/13/2008,-17.0417,18.6300,1590,1623,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,38
Maurit-0811,BT,97,Mauritania,12/13/2008,-17.0417,18.6300,1590,1623,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,505
Maurit-0811,BT,99,Mauritania,12/14/2008,-16.9537,18.9987,968,969,Bathypolypus ergasticus,Bathypolypodidae,Octopoda,8,1404
Maurit-0811,BT,99,Mauritania,12/14/2008,-16.9537,18.9987,968,969,Neorossia caroli,Sepiolidae,Sepioidea,4,146
Maurit-0811,BT,99,Mauritania,12/14/2008,-16.9537,18.9987,968,969,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,4,11545
Maurit-0811,BT,99,Mauritania,12/14/2008,-16.9537,18.9987,968,969,Todarodes sagittatus,Ommastrephidae,Oegopsida,16,6904
Maurit-0811,BT,98,Mauritania,12/14/2008,-16.8667,18.8113,584,582,Amphitretus pelagicus,Amphitretidae,Octopoda,1,1053
Maurit-0811,BT,98,Mauritania,12/14/2008,-16.8667,18.8113,584,582,Todarodes sagittatus,Ommastrephidae,Oegopsida,11,5330
Maurit-0911,BT,38,Mauritania,6/16/2009,-16.9668,16.1055,422,422,Illex coindetii,Ommastrephidae,Oegopsida,2,291
Maurit-0911,BT,38,Mauritania,6/16/2009,-16.9668,16.1055,422,422,Todaropsis eblanae,Ommastrephidae,Oegopsida,8,1634
Maurit-0911,BT,36,Mauritania,11/2/2009,-16.7615,17.3763,650,619,Bathypolypus ergasticus,Bathypolypodidae,Octopoda,1,607
